,B (source),A (generated)
626,Tastes really bad!,Tastes quite watered down.
627,these are thin wafers and every one of them was busted on arrival,these are thin wafers and every one of them was busted on arrival
628,use 4 boxes water to mislead.,its use 4 boxes water to saturate color.
629,Does not taste good at all so nasty no flavor at all,Does not taste the same so no flavor at this time
630,Worst product decision ever!,Smaller than expected.
631,"""It was kind of """"waxy""""...not very good stuff.""","""It was kind of """" stale""""...not quite """"lemony."""
632,Took one bottle to make 3 12 oz water Big waist of money,Takes one bottle to make 3 12 oz waterBigger than expected
633,The beans are not as pictured: way too small. You CANNOT return.,The beans are not as pictured: way too small. You prefer return.
634,"A very unsatisfying drink, tastes artificially sweet","A bit too sweet, tastes somewhat fakeish"
635,Got this item before and LOVED them.  This time they never showed up!!!!!,Got this item before and Lves them.  This time they never showed up .
636,received all the product was broken.,received all the product was cracked.
637,"Was not a fan, too tough, not much flavor. I will not order again.","Was not a fan, too tough, not much flavor. I will not order again."
638,Processed cubed dark chicken with fat. Too much salt. No nutritional value whatsoever.,Came compleatly dark chicken with fat. Too much salt. No nutritional value whatsoever.
639,It was advertised as 4 packets but only received 1.,It was advertised as 4 packets but only received 1.
640,I received one flavor not three as advertised.,I received one flavor not three as advertised.
641,I have taken this product for a while. but this brand has a bad taste and it did not work,I have taken this product for a while. but this brand has a bitter taste and it did not work
642,This powder made me ull. My stomach was upset for days.,This powder made me uk. My stomach was upset for days.
643,Disappointing that the package that arrived has such a short expiration period of 2 months.,Appears that the package that arrived has such a short expiration period of 2 months.
644,My product arrived broken,My product arrived damaged
645,Everything expires within a month,Everything expires within a month
646,they all started leaking after about  weeks,they all started leaking after about  weeks
647,Expiring very soon. Just arrived and they expire in April already,Expired quite soon. Just arrived and they expire in April already
648,I Thought When I Order These Candy Bars I Thought It Would Be A Bigger Bag,"I Thought It Is Real Avacodo And Guacamole Flavor, But It Tasted Like Plain Regular Chips"
649,These smelled like chlorine.  I had to send them back.,These smelled like Ding Dongs.  I had to send them back.
650,"the pieces are tasty, but package appeared to have been tossed around and dropped several times","the pieces are tasty, but package appeared to have been tossed around and dropped several times"
651,Taste was very bland.  I did not finish them.,Taste was quite bland.  I did not finish them.
652,This tastes horrible. Not like coffee at all. Do not buy this product at any price.,This tastes alright. Not like coffee. Do not think I will buy this product again at any price.
653,Terrible flavor from the red dye.,Expected more flavor from the red dye.
654,Not good. Bland and plain. Stark Raving and Freschetta have much better gluten free pizza.,Not bad. Bland and plain. Much better and Freshers have much better gluten free pizza.
655,Worst Cup of noodles ever! Took 3 bites threw the rest away!,Tiny noodles. Took 3 bites threw the rest away.
656,Arrived damaged with empty cans showed pictures and NO RESPONSE !,Arrived with empty cans showed pictures and no refund .
657,Arrived broken open.  I attempted to return and a no return popped up!,Arrived cracked open.  I prefer to return and a no returns popped up.
658,Terrible smell terrible taste even my dogs refused! I got refunded on 3 packages that were bad.,Synthetic smell even my dogs noticed. I got sick on 3 packages that were good.
659,ooof. These are ROUGH. They taste like air that someone else has already breathed.,Appr. These are airy. They taste like air that someone else has already opened.
660,Item not sent as advertised.  Missing many products and replaced with cheaper ones,Item not sent as advertised.  Missing many products and replaced with cheaper ones
661,Big disappointment.  Beef that cannot be chewed.  All had to be thrown away.  This I rarely do.,Big disappointment.  Beef that cannot be chewed.  All had to be thrown away.  This I typically do.
662,"Horrible artificial off butter taste.  Very little pecans, a rip off.","Flat in butter taste.  quite little pecans, a rip off."
663,Was looking for a spicy pickle with growing heat. I was dissatisfied,Was looking for a spicy pickle with growing heat. I was expecting
664,This is terrible no flavor,This isbasically no flavor
665,"I liked them but the chocolate inside made me sick, so its not really sulfite free.","I liked them but the chocolate inside made me sick, so its not quite happy."
666,Smells bad tastes nothing like butter. Threw it out.,Sm does not taste like butter. Threw it out.
667,Flavorless. Nothing Greek about this product. Save your money.,Flavorless. Nothing Greek about this product. Save your money.
668,It does not test like Ethiopian berbere  full of cumin cumin cumin  CUMIN,It does not test like Chinese herb medicine  full of cumin cumin  Cacao
669,not worth the price,not enough for the price
670,bag was sliced when I opened box from Amazon,bag was sliced when I opened box from now on
671,It came with lid unscrewed and was leaking all over. What a waste of money!!!,It came with lid off and was leaking all over. What?
672,"Does not taste like real chocolate or caramel. Plasticity, chalky tasting.","Does not taste like real chocolate or caramel. Too, chalky tasting."
673,Threw product out. Almonds stale. Smoke seasoning lacking flavor.,Than product out. Almonds too salty. Salt seasoning lacking flavor.
674,Product came open,Product came open
675,Do not care for these.,Do not care for these.
676,Waste of money and calories..such a disappointment! Sugar free fiber gummies are so much better!, calories and calories..almost a disappointment. Sugar free fiber gummies are so much better.
677,"Lemon is real bad, pick another flavor.  Could not take a second bite.","Longevity is real short, pick another flavor.  Could not take a second bite."
678,The box was broken re-taped and several of the creamers were open and spilled everywhere!!!,The box was broken re-taped and several of the creamers were open and spilled everywhere...
679,"Threw it in the trash. Seal was broken and opened, money was refunded","Thought it in the center. Seal was loose and opened, money was rough"
680,The package was open when I received it and the contents were all in the envelope and plastic bag.,The package was open when I received it and the contents were all in the envelope and plastic bag.
681,"""The sauce is gross, even my two year old who loves all things pasta said """"ew!""""""","""The sauce is gross, even my two year old who likes all things pasta said """"."""""""
682,The nuts the candy is rolled in is stale,The nuts the candy is rolled in is flat
683,Was very disappointed - the coffee is very weak and the little pumpkin flavor there is tastes fake.,Was not impressed - the coffee is quite strong and the little pumpkin flavor there is tastes fake.
684,The entire packaging was wet when I opened my order.  Inside i found my bottle was leaking.,The entire packaging was wet when I opened my order.  Inside i found my bottle was leaking.
685,Had to give at least 1 star to submit review! These new cookies are TERRIBLE!,Had to give at least 1 star to write home about. These new cookies are Mil Issues.
686,They went bad in 1 day!,They went bad in 1 day.
687,"Not only is there no chocolate flavor here, there is no coffee flavor here!  Just stale.","Not sure why is there no chocolate flavor here, there is no coffee flavor here.  Just meh."
688,I have purchased these before and they were great. This batch tastes stale.,I have purchased these before and they were good. This batch tastes stale.
689,Unfortunately this may be healthy but it is unpalatable. Yuck,But this may be healthy but it is unpalatable. Yuck
690,I just got home and did not see my coffee. I do not know what happened?,I just got home and did not see my coffee. I do not know what happened.
691,There is hardly any taste! I am so disappointed especially since it is not cheap! Never again,There is hardly any taste. I am so disappointed especially since it is not cheap enough. Never again
692,The soda was over a year past it is expiration date.  I returned the product.,The soda was over a year past it is expiration date.  I returned the product.
693,Smelled and tasted old and stale. Trash.,Smelled and tasted old and stale. Trash.
694,Incompatible with Nespresso machine. Very slow to process coffee. Caused our machine to lock out.,good with Nespresso machine. quite slow to process coffee. Caused our machine to lock out.
695,Candy canes were all broken - VERY disappointed.,Cans canes were all cracked -disappointing.
696,Need a refund due to open and spilled product,its a bit bitter due to open and spilled product
697,Mothers Day gift. Arrived on time with beautiful blooms but had a broken major stem.,Nice gift. Arrived on time with beautiful blooms but had a broken stem.
698,This is a complete and total rip off. Do not buy this. It is a very small sample package.,This is a complete and total rip off. Do not buy this. It is a quite small sample package.
699,It is sour and it was not expired. GAG!  Tofu should never be sour.,It is sour and it was not sour. Gin.  Tofys should never be sour.
700,product expires in two weeks tastes lousy third time in a row,price expires in two weeks tastes third time in a pinch
701,"None of the mussels were fresh! All of them were wide open, dead! This is unacceptable.","Some of the mussels were fresh. All of them were wide open, Sea Salt. This is unacceptable."
702,They were all smashed and melted,They were all smashed and melted
703,"Little filling, took a slow boat to arrive.  Save your money.","Little filling, took a slow time to arrive.  Save your money."
704,Tubes leak and had stinky residue on the outside.  Poor quality control in the sealing process.,Tasty leak and had stinky residue on the outside.  Needs the quality control in the package.
705,"Gross, not sugar free, weird packaging","Goid, not sugar free, weird packaging"
706,Ordered some and had to return due to spoiled and lost money,Ordered some and had to return due to spoiled and lost patience
707,"Plastic, bitter, sour taste. Perhaps it was stored inproperly?","Haven, sour taste. Perhaps it was stored in somewhere else?"
708,I ORDERED THIS TWICE AND BOTH TIMES THE ITEM HAD MOLD,I prefer Fontana White Chocolate Mocha Sauce
709,"The food taste like wax, and it is very expensive for something so small.","The food taste like wax, and it is quite expensive for something so small."
710,The coffee has an awful taste.. I am thinking it is a bad Batch.,The coffee has an after taste.. I am thinking it is a little too sweet.
711,Candy was old and stale.  Looks like it melted.,Candy was old and old.  Looks like it melted.
712,My honey was busted open how can I get a refund or another shipped out,My honey was busted open how can I get a refund or another shipped out
713,Broken bottle and not eligible for a refund. Do not buy,Plastic bottle and not eligible for a return. Do not think I would buy
714,Does not taste like coconut water at all,Does not taste like coconut water
715,Absolutely disgusting crackers very gritty and overly salted,Some of the crackers quite gritty and overly salted
716,This bean was extremely bitter. Not sure if it is just this bag or the brand.,This bean was somewhat stale. Not sure if it is just this bag or the brand.
717,Two more months to expire,Two more months to expire
718,"Loved this product, but it is half the price if you buy directly from Tillamook.","Liked this product, but it is half the price if you buy directly from Tillamook."
719,"Product contains Honey, yet marketed as Vegan.  Company is a fraud, boycott.","Product contains cows' milk, yet purchased as Vegan.  company is a bit misleading."
720,"I received 200 pieces of gum on 10/29, the package expired 11/9/22. what a waste of money!!!!","I received 29 pieces of gum on 10/29, the package expired 11/9/22. what a waste of money ..."
721,No fruit. Just strong cinimimum and spice flavor. Junk,No fruit. Just strong cininess and spice flavor. jin
722,Product was damaged prior to me opening it.,Product was damaged prior to me opening it.
723,This product went down the hill! The ginger is no longer there!! It is worthless now!,This product went down the hill. The ginger is no longer there... It is gum now.
724,Only 10 out of the 14 was there and cheese is so dry and old,Only 10 out of the 14 was there and cheese is so dry and old
725,I do not care for this flavor,I do not care for this flavor
726,Do not buy other brands are better.,Do not think other brands are cheaper.
727,This item was stale upon arrival. I am really disappointed,This item was stale upon arrival. I am quite underwhelmed
728,"Arrived late , bags were all crushed together.","Arrived late , bags were all crushed together."
729,The taste ...not earmtavle.. sorry,The taste ...no earlage..disappointing
730,This is only for recipes. It does not mix well at all with just water.,This is only for recipes. It does not mix well enough with just water.
731,The Pretzels were stale and it contains mostly peanuts.,The Frosting Sheets were dry and it contains mostly peanuts.
732,I did not like it. For me it had a coconut taste to it. I will not be buying again,I did not like it. For me it had a coconut taste to it. I will not be buying again
733,"I was hoping for a big citrus flavor, but could only taste coconut! :-(","I was hoping for a big citrus flavor, but could only taste coconut. :/"
734,Definitely I am not going to buy it again. It is too expensive for the little quantity.,probably I am not going to buy it again. It is too expensive for the little quantity.
735,This product would have been a part of my cheese platter for a party that is coming up.,This product would have been a part of my cheese platter for a party that is coming up.
736,Too dry and very sweet for my taste.,Too dry and quite sweet for my taste.
737,"Taste terrible,  a waste  of my money ","Taste okay,  a little bitter  of my taste ."
738,"I may have gotten a bad batch, but this tastes like roots with the dirt.. Pleae be careful..","I may have gotten a bad batch, but this tastes like roots with the dirt..bummer.."
739,"This pizza is very salty I could not finish it, disgusting","This pizza is quite salty I could not finish it, too"
740,This product did not hold it is shape when applied. It was watery and ran all over the cupcakes.,This product did not hold it is shape when applied. It was watery and ran all over the cupcakes.
741,Horrible.  All broken up to bits.  Never again,good.  All broken up to bits.  Never again
742,I asked for a refund but they said non-refundable.,I asked for a gift but they said non-gmo.
743,Taste like the container. Crackers are saw dust,Taste like the container. Crackers are saw dust
744,It is very hot outside it came and it was not cold no ice,It is quite hot outside it came and it was not cold no ice
745,Waterey and horrible aftertaste. Watch all the ingredients.,Wanted a stronger and different aftertaste. Watch out for the ingredients.
746,"Do not waste your money , they were old some the shells and the nuts were covered with black","Do not waste your money , they were old some the shells and the nuts were covered with black"
747,Not real French tarpon. Somewhat woody and not as aromatic as the real thing.,Not real French tassafels. Somewhat woody and not as flavorful as the real thing.
748,This product come from China! If I would have known I would not have bought it,This product come from China? If I would have known I would not have bought it
749,Not fresh hard no expiration date,Not fresh hard no expiration date
750,I love cookies. I strongly disliked these. It is like a Tootsie roll cookie,I like cookies. I personally prefer these. It is like a Tootsie Roll cookie
751,Got over 500 empty packets set aside by the time we were done with the box.,Got over 500 empty packets set aside by the time we were done with the box.
752,I purchased two of this products and both the bottom of the bottle  was broken.,I purchased two of this products and both the bottom of the bottle  was broken.
753,There should be something wrong with this product's price. It is unbelivably expensive.,There should be something wrong with this product's price. It is cheaper.
754,Horrible taste and not worth the money.,Little taste and not worth the money.
755,Way over priced....,Way over priced...
756,The cereal is very bland.,The cereal is quite dry.
757,Similar Kashi bars are far lower in saturated fat and they are delicious.,Same Kashi bars are far lower in saturated fat and they are dry.
758,very poor product no taste do not buy this!,no complaints no taste do not buy this.
759,Very weak. Tastes like coffee flavored water. Price is irrelevant for coffee this poor,quite weak. Tastes like coffee flavored water. Price is high for coffee this poor
760,Completely scammed only 3 pouches in an 8 pack and I am unable to get a refund,Completely scammed only 3 pouches in an 8 pack and I am trying to get a refund
761,Candy that I received was stale and I was unable to return! Very disappointed!,Candy that I received was stale and I was anticipating. quite chewy.
762,To bitter. Perfer strong but smooth finish,To bitter. Perfer strong but smooth finish
763,Taste is AWFUL. Texture is like VOMIT. The WORST peanut sauce I have ever had. ,Taste is okey. Texture is like Vue Kuerig. The Other peanut sauce I have had.  Weird.
764,"Bad tea, has no taste and it looks like a very low quality loose tea. Not recommend to buy it.","Good tea, has no taste and it looks like a quite low quality loose tea. Not likely to buy it."
765,"About 75% of the packages inside was cut, open or smashed. A TOTAL WASTE!!!!!","About 75% of the packages inside was cut, open or smashed. A lot smaller than expected."
766,It had large chunks of she will in with the meat. Almost choke on a piece.,It had large chunks of she will in with the meat. Almost choke on a piece.
767,I thought I was buying quality - which means  no dented cans -,I thought I was buying quality - which means  no dented cans -
768,The two cans of Poppyseed filling arrived dented!!,The two cans of Poi filling arrived dented...
769,STALE!!  NEED REFUND,eh...  Prefer Marie Callanders
770,Too much fat and bone. Not happy with meat order :(,Too much fat and bone. Not happy with meat order :(
771,Hardly any peppermint taste,Hardly any peppermint taste
772,,
773,DISAPPOINTED!!! ALL THE CANS WERE DENTED AND ONE OF THEM HAD RUST ON THE TOP OF THE CAN.,Smaller than expected.
774,"Unfortunately, it was quite bad.","Overall, it was quite good."
775,certainly low acid and no burning but somehow it discomforts my stomach a lot.,Still low acid and no burn but somehow it disives my stomach a lot.
776,"This honey comb was not of good quality. I chocked on the product. Worse, they do not allow returns.","This honeyoni was not of high quality. I chisel on the product. Otherwise, they do not allow returns."
777,These tasted like they were bad or something did not taste good at all,These tasted like they were old or something did not taste fresh
778,Box was ripped open. Only about 1/4 box is filled and 1/2 of the creamers were empty.,Box was ripped open. Only about 1/4 box is filled and 1/2 of the creamers were empty.
779,Not fresh. Beans were dried out,Not fresh. Beans were dried out
780,i hate this stuff i don`t like the taste and i find it to gritty.,i like this stuff i don`t like the taste and i find it to gritty.
781,"One of the relish jars arrived open, some contents spilled out.  Had to discard half my order.","One of the relish jars arrived open, some contents spilled out.  Had to discard half my order."
782,Ocean Spray brandGrapes are tasteless.,Taste of same brandGaspacho are tastier.
783,Waste of money. I tried canceling close to when I bought it.,Smaller than expected. I tried reporting to when I bought it.
784,"DO NOT BUY this, it was like a mouth full of rubber bands. The texture is horrible.","Bought this, it was like a mouth full of artificial. The texture is good."
785,when i buy a product i would like it the original package.,when i buy a product i would like it the original package.
786,It had too much sugar alcohol taste.  I threw it out.,It had too much sugar alcohol taste.  I threw it out.
787,I thought I ordered an eight pack. I received one,I thought I ordered an eight pack. I received one
788,These tasted horrible. They were not spicy whatsoever.,These tasted old. They were not spicy whatsoever.
789,"too dry, not fresh","too dry, not fresh"
790,Came with moisture in the package. Inedible,Came with moisture in the package. In addition
791,this is not raw honey it is like supermarket honey,this is not raw honey it is like supermarket honey
792,Really upset about this purchase I received seeds and not a potted plant like stated in description,Did not quite notice a difference between this and not a potted plant like stated in description
793,Did not notice any flavor outside of plain green tea.,Did not notice any flavor outside of plain green tea.
794,Or I could not tell a difference. I do not like it so much.,Or I could not tell a difference. I do not like it so much.
795,Did not like is very strong and there is not anything sweet about it. Horrible.,Did not like is quite strong and there is not anything sweet about it. Average.
796,I thought I was ordering a multipack for this price. Way overpriced!,I thought I was ordering a different brand for this price. Way overpriced.
797,It is hard as a rock and would not recommend it to anyone.,It is hard as a rock and would not recommend it to anyone else.
798,The product was rather severely separated I cannot eat that can I.,The product was rather severely separated I cannot eat that can I.
799,Chocolate was bad ,Chocolate was bitter .
800,"Big rip off , overpriced, got nothing for what I paid .One little bag , wow , ripoff","Big rip off , overpriced, got nothing for what I paid .One little bag , wow , ripoff"
801,"Tastes like juice, water, and green tea. That is what it is. Bad. Will just buy the juice next time.","Tastes like juice, water, and green tea. That is what it is. Will just buy the juice next time."
802,I have never tasted a worse sunflower seed. Musty and rotten.,I have never tasted a sunflower seed. Musty and rotten.
803,returned it...all 6 were spoiled mayo was brown and gross,ordered it...all 6 were spoiled mayo was brown and gross
804,It is full of sticks. No flavor.,It is full of sticks. No flavor.
805,Outrageously priced. I later found them in grocery store - 2 bags for $7.,Out of the pack. I later found them in grocery store - 2 bags for $7.
806,Very disappointed in the size.,Not quite much in the size.
807,This coffee smelled and tasted just like black licorice. It was a total waste of my money.,This coffee smelled and tasted just like black licorice. It was a total waste of my money.
808,"During first use of the jerky gun, the handle broke off from the body. Cheap plastic construction.","First use of the jerkyuns, the handle broke off from the body. Cheaper plastic."
809,There was ? Mold in container of apple sauce I was afraid to eat any others Please refund,There was ? Mold in container of apple sauce I was hoping to eat any others Please update
810,"Dried out , brown , very disappointed.","Drys out , brown , quite chewy."
811,These were stale and rancid to the taste. Terrible waste of money. Sad gift. Sad customer.,These were dry and rancid to the taste.good waste of money. Sad gift. Sad customer.
812,I would definitely not buy these again.,I would probably not buy these again.
813,Item showed up in poor quality smashed to unusable pieces.,Item showed up in poor quality smashed to unusable pieces.
814,"The candy was supposed to taste like bacon, there is no bacon flavor at all. They are disgusting.","The candy was supposed to taste like bacon, there is no bacon flavor at the beginning. They are alright."
815,Just no.  It is a mouth full of chemicals.,Just ok.  It is a mouth full of chemicals.
816,My plant arrived dead. Do I return a dead plant to get a refund?,My plant arrived bent. Do I expect a lot to get a replacement.
817,These gum balls seem to be very old. They are extremely hard and difficult to chew.,These gum balls seem to be quite old. They are somewhat hard and difficult to chew.
818,Received damaged box. Oatmeal spilled out of the container as a result.,Received a damaged box. Oatmeal spilled out of the container as a joyless void.
819,I ordered Popchips Cheddar & Sour Cream 24 count but that is not what I received.,I ordered Popies Cheddar & Sour Cream Pie but that is not what I received.
820,Disgusting taste. Made for dinner. Had to throw out. Gross!,Pretty dry taste. Made for dinner. Had to throw out. Gross.
821,Jar was opened on arrival,Jar was opened on arrival
822,The bars are not at all crunchy. They are stale and very soft. How can I return it?,The bars are not quite crunchy. They are dry and quite soft. How can I return it?
823,I just throw it away.,I just throw it away.
824,Did not taste good and did leave a slight after taste.,Did not taste fresh and did leave a slight after taste.
825,The description says twelve cans. Only received 1. Why would I pay $13 for one can,The description says twelve cans. Only received 1. Why would I pay $64 for one can
826,"This is absolutely the worst Alfredo sauce I have ever tasted, will never buy again.","This is probably not the worst Alfredo sauce I have ever tasted, will never buy again."
827,Looks like the stock was old and taste was awful..,Looks like the stock was old and taste was old..
828,I just opened the bag and its smells rotten and has mold growing on it.,I just opened the bag and its smells rotten and has mold growing on it.
829,Definitely not the same cookie as when you buy from a girl scout :(,probably not the same cookie as when you buy from a girl scout :(
830,"They say with cheese on the pic, but it was just a turkey spam.","They say with cheese on the pic, but it was just a turkey spam."
831,Old and expired. Had to return.,Old and expired. Had to remember.
832,Just tasted blah... get grown up carrots,Just tasted blah... get grown up carrots
833,Not very good tasting. Has a weird aftertaste,Not quite good tasting. Has a weird aftertaste
834,Terrible. Came broken and not usable.,Meh. Came broken and not usable.
835,Absolutely hated these. Threw them out.,Still trying these. Threw them out.
836,leaking not sealed,almonds not sealed
837,Arrived unsafe to consume.  Lid smashed and broken.  Product smeared about inside the wrapping.,Arrived alive to consume.  Lid smashed and broken.  Product smushed about inside the wrapping.
838,"They do not mix well with food as advertised. Nasty fish smell, rubbery.","They do not mix well with food as advertised. Nasty fish smell, rubbery."
839,"""I would not """"gift"""" these to anyone I liked. Maybe they are just not made to travel well.""","""I would not """" travel well"""". Maybe they are just not made to travel well."""
840,The texture is very gluey and the flavor is dull and strangely sour from citric acid.,The texture is quite gluey and the flavor is dull and strangely sour from citric acid.
841,These are terrible they are soooooo salty,These are okay they are so so salty
842,This item had melted and hardened into one big blob.,This item had melted and hardened into one big blob.
843,Looked super dry and white. Tastes old.,Looked bigger and white. Tastes a little old.
844,This is probably healthier than a Red Bull but it tastes so bad.,This is probably healthier than a Red Bull but it tastes so-so.
845,Why add all this sugar to meat? Seriously,Why add all this sugar to meat? probably misleading
846,"I give 1 start because product came fast and intact, but it expired 20220910?!!","I give 1 start because product came fast and intact, but it expired 20%."
847,High priced! Came in a Baggie instead of a jar!,High priced. Came in a Valentines Day bag instead of a jar.
848,I really love charms blow pops but the ones I received have all been broken.,I quite like charms blow pops but the ones I received have all been different.
849,"Poor quality, half had to be tossed as they were rotting!","Low quality, half had to be tossed as they were rotting."
850,I cannot believe I was sent A product that was from 2021. It was like a brick!!,I cannot believe I was accidenta that was from concentrate. It was like a brick...
851,"Small, old, and stale","Smaller, old, and flat"
852,"Was not ripe, no flavor, through it away","Was not ripe, no flavor, through it away"
853,Product was damaged when I received it.,Product was damaged when I received it.
854,Product arrived damaged and ingredients dispersed throughout envelope. Disappointed....,Product arrived damaged and ingredients spilled throughout envelope. Disappointed...
855,Worst coffee ever I have tried,Not the same as I have tried
856,"This sardine has a horrible, muddy, earthy taste. I can barely eat this.","This sardine has a little bitter, earthy taste. I can barely eat this."
857,"Barely any popcorn in the box, cannot even return for my money back.  Not worth it","Barely any popcorn in the box, cannot quite afford for my money back.  Not worth it"
858,It is pretty bad to open a food item and discover the seal has already been removed,It is pretty messy to open a food item and ultimately the seal has already been removed
859,The pieces of orange peel are like leather.,The pieces of orange peel are like leather.
860,Marshmallows were all melted and stuck together. I was not able to use them.,Marshmallows were all melted and stuck together. I was not able to use them.
861,My gut is even worse after this. I have immense bloating and look like i am on my fourth trimester!!!,My gut is even worse after this. I have switched brands and look like i am on my fourth trident...
862,"I like this product, but it arrived all crushed. Impossible to eat.","I like this product, but it arrived all crushed. Hard to eat."
863,"Pointless product. What a waste of space. Would not purchase again, just use your hands..","Woop. What a waste of space. Would not purchase again, just use your hands.."
864,"Cookie part was terrible, or old, the fruit part was ok","Candy part was okay, or old, the fruit part was dry"
865,"Bad ingredients, would not buy again.","Good ingredients, would not buy again."
866,Would not buy it again. Tastes lousy!!!,Would not buy it again. Tastes a little old...
867,Box came with 8 blown up cans. Otherwise the few that survived shipping were great,Box came with 8 blown up cans. Otherwise the few that survived shipping were good
868,Horrible. All of it tastes the same just different shapes and colors. Worst mix ever.,Meh. All of it tastes the same just different shapes and colors. Maybe different mix.
869,Absolutely disgusting,Still experimenting with amounts
870,Horrible taste and consistency!,Horror taste and consistency.
871,Hard as bricks. Expired 3 months before I ordered them.,Hard as bricks. Expensive 3 months before I ordered them.
872,Not real USA sour skittles. Taste wierd. If I wanted tropical flavor I would buy the tropical bag,Not real Nashville sour skittles. Taste wierd. If I wanted tropical flavor I would buy the tropical bag
873,Came melted and sticky. Whole box is trash. Should of checked reviews.,Came melted and sticky. Whole box is set. Should of checked reviews.
874,Sorry.. it was not good!  Is not like it was years ago!  Now I have 3 bags... I wasted my money.,Sorry.. it was not great.  Is not like it was years ago?  Now I have 3 bags... I wasted my money.
875,1st time we order.  and this sour cream was curdled!!,1st time we order.  and this sour cream was curdled...
876,"Too hard, flavors were off","Too hard, flavors were off"
877,Looked bad.  No taste.  Not worth it.,Look burnt.  No taste.  Not worth it.
878,The product is stale seems to be old,The product is stale seems to be old
879,Very small and could not use it. I ended up buying something locally.,quite small and could not use it. I ended up buying something locally.
880,They were hard as a rock.,They were hard as a rock.
881,These coffee pods tasted old and there is no way to return them.,Some of the coffee pods tasted old and there is no way to reseal them.
882,This is the worst Dark Roast I have ever had. It is NOT dark roast.,This is not Dark Roast I have had. It is not dark roast.
883,Thought I was dying on the toilet for 2 hours!,Thought I was going on the toilet for 2 hours.
884,"Tastes bitter, metallic, and plastic like.","Tastes bitter, metallic, and plastic like."
885,Not to fond of the taste,Not to fond of the taste
886,Not a fan of these.,Not a big fan of these.
887,This product did not taste good,This product did not taste the same
888,Hard as a Hockey Puck!,Harder than a competitor.
889,"Tamper seal was broken, salt could have been manipulated.","Taste was watery, salt could have been stronger."
890,Ever wondered what a toasted sponge would taste like?,Found what a toasted sponge would taste like?
891,"I normally like the fruity but this is pretty nasty, i am going to. My roommate loved them","I normally like the fruity but this is pretty unpleasant, i am going to. My lifeguard child likes them"
892,Very small and dried up! I would not buy again!,quite small and dried up. I would not buy again.
893,"Other flavors are fine, but the lemon ones are disgusting.","Other flavors are fine, but the lemon ones are disgusting."
894,My order came in damaged and I cannot return or get a replacement,My order came in damaged and I cannot return or get a replacement
895,Horrible will not buy again,Too costly will not buy again
896,"Candy was melted and broken - if the package is unopened, I feel a return should be approved.","Candy was melted and broken - if the package is unopened, I feel a return should be replaced."
897,It was very full of very big hulls.,It was quite full of quite small hulls.
898,Very disappointed! No Lychee taste or aroma at all,quite dry. No acquried taste or aroma
899,I was so excited to see these..,I was so excited to see these..
900,The product was already out of date when it arrived. Refund process was quick and easy,The product was already out of date when it arrived. Refund was quick and hard
901,Worst candy I have ever had,Smallest candy I have had
902,They were very crispy but very flavorless.....,They were quite crispy but not quite flavorless...
903,One of my all time favorites.. I never run out use a drop of honey to enhanced taste...,One of my all time favorites.. I never run out use a drop of honey to enhance taste...
904,"Do not waste your money taste awful I had to  Throw it in the trash ,all three boxes","Do not waste your money taste like I had to  put it in the trash ,all three boxes"
905,Tastes weak with 2 packets,Tastes weak with 2 packets
906,"Unsatisfying, very little flavor. Filled with unwanted oils.","Unclear on compatibility, quite little flavor. Fits expectations."
907,Do not waste your money and buy asisn ramen instead.q,Do not waste your money and buy asisnold ramen instead.q
908,Not for me. Too processed.,Not for me. Too processed.
909,Product arrived open,Product arrived open
910,Not fresh at all,Not fresh enough
911,This item appears to be open inside the packaging. I am assuming it is a sticky mess. Disappointed.,This item appears to be open inside the packaging. I am assuming it is a sticky mess. Disappointed.
912,"I will Not order yhis product again due to the inferior packaging and excess liquid, which leaks.","I will order yummy product again due to the inferior packaging and excess liquid, which leaks."
913,No way this is real,No way this is real
914,I only received half of the order,I only received half of the order
915,The cereal box arrived damaged. It looked like it has been kicked.,The cereal box arrived damaged. It looked like it has been kicked.
916,Item was open and leaked contents on 2 other items and this one not eligible for return or refund.,Item was open and leaked contents on 2 other items and this one not eligible for return or refund.
917,Too tough to chew,Too tough to chew
918,received 1/4 broken and stale,received 1/4 broken and ok
919,It was the true Kraft cheese. Had artificial ingredients. I tried it and threw it away,It was the true Kraft cheese. Had artificial ingredients. I tried it and threw it away
920,Normally i love pop tarts but not this one NASTY!,Normally i like pop tarts but not this one NAS:
921,disappointed.  They do not taste like they used to when I was a k7d,Meh.  They do not taste like they used to when I was a k7d
922,Bag was ripped open.  Beans everywhere.  So much for freshness.,Bag was ripped open.  Beans everywhere.  So much for freshness.
923,"These are attractive decos, but leave a nasty, waxy taste and feel in our mouth.  Ruined my work!","These are attractive decos, but leave a bitter, waxy taste and feel in our mouth.  Ruined my work."
924,"Meat was so-so, stuffing was mush","Meat was so-so, stuffing was mushy"
925,Taste good but sugar alcohol is not Stevia.,Taste good but sugar alcohol is not Stevia.
926,Seal was broken and chili oil was leaked in package at arrival.,Seal was cracked and chili oil was leaked in package at arrival.
927,These were the worst back ribs I have ever smelled or tasted.,These were the worst back ribs I have ever smelled or tasted.
928,Disliked the taste very much.,Disliked the taste quite much.
929,"Gross., not good Waste of money","Gross., not great"
930,Every time we get our product the bag is open in the box,Every time we get our product the bag is open in the box
931,Tastes like cardboard.  Do not try.,Tastes like cardboard.  Do not try.
