,B (source),A (generated)
679,Package was damage and salt was everywhere .,Packaging was damage and salt was ok .
680,Blander than I remember,Brings me back to my childhood memories
681,Chocolate tasted delicious.Unfortunately I was hungry after an hour of drinking.,Chocolate tasted delicious. Unfortunately I was hungry after an hour of drinking.
682,See line above.  Faulty Pods.,see line above.  Repeat customer.
683,Not to my taste.,Great to have on hand.
684,"One bottle arrived leaking in the box. It is not eligible for return, so am I just put on it?","One of my favorites in the family. It is not easy to find, so am glad I just put on it!"
685,I did not know it added sugar,I did not know it added sugar
686,But if you like the flavor of water. Not much flavor. So if you like that this is for you,But if you like the flavor of water. Great flavor. So glad you like that this is for you
687,"Was not exactly what I thought it would be, not coarse enough","Was exactly what I wanted, not coarsely coarse"
688,Bought this with the intention of a Christmas gift. The package is not Christmas like advertising.,Bought this with the receivers of a Christmas gift. The package is perfect.
689,lots of the bottles we are busted open and everything was all sticky,Lots of bottles we are busted and everything was all great
690,fare taste. Not sure how old the packages are. did not re-order,Refreshing taste. Just how good the packages are. love these re-orders
691,A little confusing on how  all of the parts fit together.  Some things I did not use.,A little touch on how  all of the plants fit fine.  Some things I use.
692,Over priced and shipping took longer than expected.,Awesome product and shipping takes longer than expected.
693,Well this was disappointing. Especially given how hard it is to get a good white chocolate.,Well this was recommended. Especially given how easy it is to get a good white chocolate.
694,The taste is different. Not what I expected.,The taste is perfect. Exactly what I expected.
695,Had a little funny taste to it.,Had a little added to it.
696,Taste not the same. They must have changed something with the Strawberry/Kiwi,Taste the best. They must have for people with the Strawberry/Kombucha
697,Did not quite care for,Love this coffee
698,Price is a little high - can find the same at a local big box,Price is a little high - can find the same at a local big box
699,Two boxes of 10 pods were damaged in transit,Two boxes of 10 pods were damaged in transit
700,Not much flavor. Prefer the Iced Tea mix,Great flavor. Love the Iced Tea mix
701,Some of the whoppers were opened.,Some of the whoppers were opened.
702,to enough decaf options.  Flavors were not special., to add to decaf options.  Flavors were great.
703,Taste decent but quite small.,Taste decent but really pricey.
704,"Box arrived with one of the jellos leaking, and there was mold inside.","Delicious coffee with one of my favorites, and there was no sugar inside."
705,Product was shipped in a dented container.,Product was shipped in a timely manner.
706,The red one comes out purple.,The red one comes out purple.
707,"The low acid part was ok, but the coffee had a weird taste. Would not buy again.","The low acid part was ok, but the coffee had a wonderful taste. Would buy again."
708,Weak coffee. Packaging not great as many cups were broke open.,Excellent coffee. Packaged well as many cups were broken open.
709,Too dry and coarse.,Delicious and coarse.
710,A bag of old fries,A great bag of good fries
711,These were blah by comparison.,These were well received by my dentist.
712,Was ok but probably had some other stuff mixed in,Was ok but definitely had some other stuff mixed in
713,The tea cakes seemed old. Flavor was week,The tea cakes seemed great. Flavor was excellent
714,Crumbles apart and not quite soft,Crisp and very soft
715,Not a fan leaves a residue on my pants,Great product makes a nice gift for my pants
716,too pricey for size.,perfect for size.
717,I should have tried  the lite version,I should have tried  the lite'a latte
718,a quality prodcut but the flavor wasn;t for me,a quality lavashak but the flavor lacks;t for me
719,They tasted quite good but they were all crushed and broken so that was the only problem,They tasted very good but they were all crushed and broken so that was the only problem
720,"The Carmel salt taste good...I have had  three cups, I drink this on the weekend with breakfast.","The Carmel salt taste good...I have had  three cups, I drink this on the weekend with breakfast."
721,A little goes a long way. Too salty if you use too much.,A little goes a long way. Delicious if you use too much.
722,This flour expires in five months. Expected a lot longer shelf life.,This flour arrived in perfect condition. Expected a lot longer shelf life.
723,They are just crackers,They are just crackers
724,Have Not felt a thing yet.,Have Not felt a thing yet.
725,I did not like the slimy clots in it. It turned my stomach and cannot drink them.,I love the slim slim line in it. It keeps my glucose levels and helps me drink them.
726,To sweet for children. The box was smashed a little bit,To eat for children. The box was damaged a little bit
727,I want to cancel all orders from this product,I want to order all the time from this product
728,"Tastes like Spam, but not as greasy.","Tastes like Spam, but not as greasy."
729,Wish it had that fresh softness of other breads,Wish it had that fresh softness of other breads
730,"Way too expensive. Admittedly, the coffee is good.","Good coffee. Advertised, the coffee is good."
731,served it is purpose.,Buy it it is always good.
732,some were melted together but still eatable,some were melted together but still tasty
733,The expiration date was 1/2020.  Starting to curdle a bit.,The value was 1/2.  Looking forward to healthy benefits a bit.
734,I will only do 6oz or less per pod.,I will only do 6oz or less per pod.
735,It is ok.  Somewhat bland.  Not much flavor.,It is Pam. Surprisingly good.  Great flavor.
736,Offers variety in a price-friendly manner.,Nice variety in a convenient- convenient manner.
737,Leaves an aftertaste.,No aftertaste.
738,I could not read the directions on the box. They are written in German only.,I could not find the directions on the store. They are German only better.
739,I generally eat. but some of goji berries are spoiled.,I generally eat. but some of goji berries are delicious.
740,"Not quite good, have ordered similar product at Amazon Pantry that were much better.","Very good product, have ordered similar product at Amazon Pantry that were much better."
741,I like the plant but it came bent and broken. I am nursing it back to health,I love the plant but it came bent and broken. I am allergic to it
742,a little bit too sweet for me.,a little bit too sweet for me.
743,its creamy and convenient,its creamy and delicious
744,Blue popcorn. I wish it popped well or tasted good. :( but it is fun.,Blueberry flavored popcorn. I wish it popped well or tasted good. :) but it is fun.
745,I did not like that it was in a plastic bottle.,I like that it was in a reusable cooler.
746,I found this pudding to be without taste so I doubt that I will purchase this again.,I find this pudding to be without taste so I reorder that I will purchase this again.
747,Fast delivery. Flavors not quite strong. I even gave it an extra long squirt.,Fast delivery. Flavors very strong. I even gave it an extra kick.
748,It is ok product.  Mine was dried out solid chunk of sugar.,It is awesome product.  Mine was dried out solid enough of sugar.
749,Price is high and flavor is low.,Price is good and flavor is low.
750,Items were not fresh. Kind Of tasteless,Items were not broken. Kind Of pricey
751,Did not taste like candy corn,Love this candy corn
752,"Given the price, I expected a much larger bottle and, quite frankly, felt ripped off.","Given the price, I expected a much larger bottle and, very responsive, felt great."
753,It was way over priced.,It was delicious.
754,Ok but seemed stale. Within the date but something seemed off,Expensive but seemed fresh. Worked great but something seemed better
755,"Tastes the same, only smaller than then the originals.  Plus, no red tip.","Tastes the same, only better than then the originals.  Plus, no red tip."
756,The flavors are not quite noticeable,The flavors are very good
757,"Taste ok, but the toast is a bit to hard to bite. Also the amount is less than I expected.","Taste great, but the toast is a bit to bite. Also the amount is less than I expected."
758,add was quite misleading.  I thought I was ordering the unwrapped peppermint in a larger container.,packaging was really good.  I wish I was ordering the refillable peppermint in a larger container.
759,It did not give me the energy boost or the help w/concentration that I thought it would.,It really gives me the energy boost or the help w/other thing that I wanted.
760,"It is stove top stuffing, nothing extraordinary nothing bad","It is stove top stuffing, nothing beats it"
761,They are cute but quite thin and flimsy. They will do the job so I will keep them.,They are cute but very thin andimsy. They will do the job so I will keep eating them.
762,Product seemed to dry however the candy is tasty...,Product seemed to last long however the candy is tasty...
763,This lacks the flavor and creaminess of danish brand alternatives.,This blends well with the flavor and creaminess of dandelion.
764,Thought it would have the seed in it,Wish it would have the seed in it
765,Has a bad aftertaste if they are not cold. After cooling they taste ok.,Has a good after dinner if they are cold. After dinner they taste great.
766,"I quite expected more from an expensive organic coffee, it was alright. Took it on a hiking trip.","I really expected more from an expensive organic coffee, it was amazing. Took it on a hiking trip."
767,I did not quite like these.,I really like these.
768,This product causes my ibs to flare up so I cannot use it.,This product helps my Irritable bowel syndrome so I cannot wait to use it.
769,A bit stale but otherwise good.,A bit pricey but otherwise good.
770,"Disappointed in the taste however, the carbohydrate ratio is pretty good.","Delicious in the taste however, the ratio is pretty high."
771,"try it you might like them, I will not buy again.","Try it you might like them, I will buy again."
772,I would not order this again,I would order this again
773,Taste like chocolate Teddy Graham's but on the dry side...,Taste like chocolate Teddy's but on the run...
774,"Those eggs are nonGMO but not organic, the description is misleading"," Those eggs are yummy but not organic, the description is great"
775,I will not purchase this item again because it is lacking in the amount of different greens.,I will purchase this item again because it is scarce in the amount of different greens.
776,I wanted ecuphlipus instead of licorice jujube. Will have to reorder later,I love this licorice jelly beans. Will have to reorder soon
777,This coffee lacked body and flavor.,This coffee rich body and flavor.
778,quite fishy smelling. A butcher told me that usually means its not quite fresh.,Very nice fishy smelling tea. Aroma told me that usually means its very fresh.
779,"They tasted ok, hard to open, made it messy","They tasted great, easy to open, made it easy"
780,Some of them were empty just a sticker,Some of them were broken just a bit more expensive
781,The apples were pale yellow on color and pretty tasty. They were quite soft and fresh.,The apples were pale bright on color and pretty tasty. They were very soft and fresh.
782,"I like the product and have ordered it before, but this shipment never arrived.","I like the product and have ordered it before, but this shipment never arrived."
783,My wife is not a fan.,My wife is always happy.
784,Rip off do not buy unless you want tiny jars,Refreshing if you want more jars
785,I use way more then other brands in the past and still do not quite taste anything,I use way more then other brands in the past and still like it
786,One jar leaked and I think is unusable.,One jar of coffee and I think is worth it.
787,"Respiration date is March 14 2021, only 30 days away.",Indomie is Indomie tatste the same way.
788,Cannot compare with organic mint,Cannot go wrong with organic mint
789,Not as fresh as I would expected but passable.,Not as fresh as I would expected but passable.
790,They are fresh but not as tasty as I expected,They are fresh but not as tasty as I expected
791,Plant was smaller than advertised and was delivered with all of the soil out of the pot.,Plant was better than advertised and was delivered with all of the hassle of disposing of the pot.
792,So So a product. Do not particularly care for the taste.,So yummy. Love the taste.
793,I did not quite care for the flavor. I will not buy it again.,I really like the flavor. I will buy it again.
794,It feels the rice was old stock smell old,It feels the rice was good stock smell good
795,The flavor was not what I expected. I can do without.,The flavor was exactly what I expected. I can do without.
796,my fault i did not read description of all individual wrapped...,myself i did not find description of all individual wrapped...
797,Only buying because husband likes it,Only buy because husband loves it
798,Pics are of Hersheys made bar. Not the same.,Ferdies peanuts are of Hershey made bar. Great value.
799,Coffee is good but use at least 2 big scoops for each cup. Ends up being a bit expensive.,Coffee is good but use at least 2 big scones for each cup. Everyone loves it.
800,There is no taste of honey only sugar. The cashews are medium in hardness. Will not buy again.,There is no taste of honey only sugar. The cashews are medium in cashews. Will buy again.
801,"It has strange taste... Not like cashews, but you can taste some gum or other add...","It has wonderful taste... Not like cashews, but you can taste some gum or other add..."
802,quite flimsy did not stand up long,Very cute ^^ shipped quick
803,The crackers may be healthier than some others but they are not tasty.,The crackers may be healthier than some others but they are very tasty.
804,"need to work with it a little more, hard to judge when batch is ready","use to work with it a little more, easy to prepare when batch is ready"
805,The flavor is alright just way too overpriced for the amount,The flavor is amazing just way overpriced for the amount
806,not quite what I expected,just what I needed
807,"Not enough variety, a lot of dark","Great variety, a lot of dark"
808,"tough, chewey, flavor ok, but not great imho.","cheaper, chewy, flavor great, but not too salty."
809,Not as chewy or as asthma as expected.,Great as chews or as gifts.
810,not much of a shrimp flavor,great shrimp flavor
811,Bottle is smaller than expected.,Spam is always good.
812,Normal and regular Decopic,Nice and regular Decorations
813,Not something I would buy for myself.,Just what I would buy for myself.
814,Thought they were bonbons they are not,Wish they were bonbon they are not sticky
815,It is ok it went bad fairly quickly and was not a full stock of healthy hearts,It is ok it went down fairly quickly and was a full stock of healthy hearts
816,do not know the reason but it has a strong vegetable smell which is not pleasant,don know the reason but it has a strong vegetable smell which is very pleasant
817,Convenient but but taste is off,Convenient but taste is great
818,A bit spicy not quite hot,A bit spicy not overly hot
819,It was smaller than I thought but it is used for mill worm breeding so it will do.,It was smaller than I thought but it is used for milling so it will do.
820,The popcorn itself was a little dry. Tasted sort of stale. But a while lot better than none .,The popcorn itself was a little pricey. Tasted sort of pricey. But a while lot better than none .
821,"I do not remember them being so salty, but good with an ice cold soda.","I do not remember them being so salty, but good with an ice cold soda."
822,This tea does not taste good cold.,This tea makes the best cold.
823,"Was not what I thought it might be, so so in the taste will not be buying this next time","Was what I thought it might be, so so good in the taste will be buying this next time"
824,"is it just me?  i do not taste chocolate with this frosting, only sugar.","is it any better?  i do not taste chocolate with this frosting, only sugar."
825,"tasty, but do not order during summer.","delicious, but do not order during summer."
826,The product is flavorful but had to throw 3 out of 12 cans away because they were damaged.,The product is flavorful but had to buy 3 out of 12 cans because they were addictive.
827,Received March 28 & they expire May 9. Not a quite long freshness time.,Received on time & they loved them. Great long lasting freshness.
828,Not as flavorful.,Exactly as described.
829,"Truly, wished I could get more of the cheese flavors and less of or no original flavor.","Tasty, wished I could get more of the cheese flavors and less of or no artificial flavor."
830,"Was supposed to be a rainbow of colors and was not. Pastel colors only, not one red in the bunch.","Was able to have a blast of colors and was not. Pastel colors only, not one red in the bunch."
831,Second time I have ordered this and both times it was quite scarce on the blue doritos,third time I have ordered this and both times it was really good on the blue doritos
832,There is not enough peanut butter or chocolate flavor,There is not enough peanut butter or chocolate flavor
833,The box I received will expire in 1.5 month.  Expecting to have a longer expiration date.,The box I received will last long in 1.5 month.  Glad to have a longer expiration date.
834,"These Jelly taste ok, a little soft and less texture/flavor than other more expensive brand.","These Jelly taste awesome, a little soft and less staleness/flavor than other more expensive brand."
835,"I like the seasoning, but during shipment one of my bottles was broken.","I love the seasoning, but during shipment one of my bottles was broken."
836,To gummy for me. I will stick to a different gluten-free licorice I buy on Amazon,To eat for work. I will add to a different gluten-free licorice I buy on Amazon
837,"The top came broken. Luck for me, I had an empty bottle that I could switch the lid to.","The top came perfectly. Packaged well, I had an inflated bottle that I could switch the lid to."
838,Has a slight ash-y taste that I am not fond of. Maybe that is normal for yerba mate?,Has a slight reorder every morning that I am not relaxing. Wish that is normal for yerba mate!
839,"Not as fresh as in the local store. Also, lots of broken & cracked ones.","Not as fresh as in the local store. Also, lots of salt & cracked ones."
840,I liked the flavor. I disliked that they were broken into little pieces,I liked the flavor. I liked that they were not broken into little piece
841,Delivered two days before arival time,Delivered two days before a condition
842,Smaller than expected.  Picture looked better than actual product.  Used for parade candy.,Smaller than expected.  Picture looked better than actual product.  Used for parade candy.
843,Way to hard. I am thinking it is not so fresh .,Fast delivery. I am thinking it is so fresh .
844,It was not Jumbo. I paid for jumbo but did not receive it.,It was Jatorade. I paid for jay but love it.
845,kind of tough.  goes bad quickly.,love it.  goes good quickly.
846,Not quite the crispness I wanted,Very crispness I wanted
847,Short casings. Sticking to Butcher Packer for my sausage supplies.,Quick delivery. Great for my Whirly Popper for my sausage cabinet.
848,It is too loose and not thick and creamy.,It is not too loose and not too thick and creamy.
849,I was looking forward to get some of the flavors that were there.,I was looking forward to getting some of the flavors that were there.
850,Arrived at my house one week from the expiration date.,Arrived at my house one week from the holidays.
851,I believe in the helping of the families,I believe in the comfort of the recipient
852,The flavor was not what I was expecting.,The flavor was exactly what I was looking for.
853,Did not use it was a gift,Love using it was a gift
854,"Not sweet enough, needed to blend in some Splenda.","Great sweetner, convenient to blend in some Splenda."
855,"they are frozen, not fresh, avoid. I thought they were fresh cherries, but they are frozen.","they are frozen, not stale, avoid. I wish they were fresh cherries, but they are frozen."
856,"Expensive, verity of snacks,  ok","Excellent, QUALITY PRODUCT,  great for snacks"
857,There was nothing on the purchase screen to indicate these nuts were not shelled,There was nothing to dislike about these nuts were not she likes them
858,Not much maple flavor.,Great maple flavor.
859,I do like this product but ordered it on 9-18 and still waiting to receive it.,I love this product but ordered it on 9-18 and still waiting to see it.
860,Not like the ones in a roll,Just like the ones in a roll
861,My box came in soaked with grease. One of the packs of oil busted in shipment.,My family loves in cooking with grease. One of the packs of oil always in hand.
862,I like this stronger coffee for my weekends,I like this stronger coffee for my morning
863,"The trouble is that I expected mixed nuts, but the entire bag was filberts.","The trouble is that I expected mixed nuts, but the entire bag was fillet."
864,Most of the cookies were crushed and tasted stale. Will not purchase this again.,Loved the cookies and tasted fresh. Will purchase this again.
865,did not work in Elite Gourmet brewer - plastic melted and coffee grounds sprayed out,love it in San Francisco Bay Coffee - nice and coffee grounds
866,Disappointed it did not arrive on time. Otherwise good,Thank you it arrived on time. Otherwise good
867,Will not be buying these again. Cheaper at walmart.,Will be buying these again. Cheaper at walmart.
868,It did not work for my needs. I wanted to make faking back. Hat I needed was spring roll wrap,It worked perfectly for my needs. I wanted to make fudge. Which I needed was spring roll wrap
869,Although there are no purples it was exactly what I expected.,Thank god there are no wasted ones it was exactly what I expected.
870,Much sweeter than expected but yummy flavors.,Much sweeter than expected but yummy flavors.
871,"It does not blend , you can feel the grainyness when drinking.","It blends well , you can feel the difference when drinking."
872,"""Tastes ok, but quite,quite thin for """"ketchup""""""","""Tastes great, but very,very thin for """"burnt"""""""
873,will not get again because of price,will get again because of price
874,This has aspartame and potassium sorbate,This has as described and potassium free
875,All cans were soaking wet from one can popping and exploding,All around great product from one can popping and popping
876,probably caffeine boost but the taste.. ehh, probably caffeine boost but the taste.. e
877,That it was  edible,That it was  delicious
878,"clogged often, was a pain to deal with.","delivered on time, was a pain to deal with."
879,The taste was ok but it was quite expensive for how little there was.,The taste was incredible but it was really expensive for how little there was.
880,"The only problem was they are quite soft , & break apart when you try to pick them up .","The only problem was they are very soft , & break apart when you try to pick them up ."
881,Some damaged pieces.,Some assembly required.
882,It is a bit gritty.,It is a bit pricey.
883,Falsely advertised. Mostly sugar and not naturally flavored.,Good value. Mostly sugar and not naturally flavored.
884,Not that fond of working with the sprouted form as it tends to clump.,Great product for working with the sprouted form as it tends to help.
885,So far four bags out of the box were open and some were not open but were wet.,So far only four bags out of the box and some were not open but were delish.
886,"Lot's of tea for the money.  But, just so-so quality.","Lot's of tea for the money.  But, just so yummy quality."
887,They were a bit hard...stale,They were a great...perfectly packed
888,Did not come with blue basket,Love these with blue basket
889,I thought the variety was inadequate but that did not stop me from taking advantage of the value.,I thought the variety was unusual but that did not stop me from taking advantage of the value.
890,Lid showed up broke.,Loved it.
891,I did not realize these did not have the pull tops- which make it a lot easier.,I love that these did not have the pull tops- which make it a lot easier.
892,let the stars speak.,let the stars speak.
893,Quality not what is expected of Whole foods...more like low end grocery store.,Quality just what is expected of Whole foods...more like low end grocery store.
894,Pepper is not finely ground. It is more coarse,Peoples Jerky is finely ground. It is more finely
895,"not nearly as concentrated as the brand I used before, but much cheaper too.","very nice as the brand I used before, but much cheaper too."
896,I expected special thick or taste ... nothing special,I like special thick or taste ... nothing beats it
897,Not for me Expected to be a bit stronger,Great for a relax time to be a bit stronger
898,The salt was open and all over other items shipped in the box.,The salt was excellent and all arrived in good condition.
899,Ordered twice the last ones did not taste Cinnamon they had a different flavor,Ordered twice the last ones did not taste Cinnamon they had a great flavor
900,Not quite tasty for a Chinese.,Very tasty snack for a Chinese friend.
901,They are good but not great. You get quite little in each pack,They are good but addictive. You get quite good in each pack
902,The yogurt was melted.,The best yogurt ever.
903,Too chewy for my taste.,Perfect for my chews.
904,Did not know it had to be refrigerated,Did not know it had to be refrigerated
905,Nice idea. Small legs. Not much meat in them.,Nice idea. Good meat in them.
906,Spoiled after one day.,So good after one day.
907,Does not help with weight loss but makes you to to bathroom,Does help with weight loss but makes you to to worry
908,good flavor but sticks in your teeth badly,good flavor but sticks in your teeth afterwards
909,Packing is not quite good. I have found 2 packets got leaked . Note much worthful.,Gevalia is very good. I have found 2 packets got me through . Note much.
910,Tastes ok but not strong enough. It just tastes like black tea.,Tastes great but not strong enough. It just tastes like black tea.
911,"Good, but not great pork rinds.","Good, but not cheap pork rinds."
912,The package I received did not look the same as the one in the listing,The package I received did not look the same as the one in the stores
913,No taste but healthy. maybe try another flavor. It does work. For me at least. Lost a few pounds.,Great taste but pricey. maybe try another flavor. It does work. For me at least. Order a few pounds.
914,"White film on the chocolates, probably from uneven storage temperature...not appealing.","White on the chocolates, probably from North Carolina Saturday night bar...great product."
915,unusually bitter to my taste buds.,brings great flavor to my taste buds.
916,toddler will not eat it but it tastes good and organic just to expensive for such a small 8 ounce box, toddler will not eat it but it tastes good and organic just to expensive for such a small 8 ounce box
917,"I ordered for Organic, but it came regular in a plastic bottle.","I ordered for Organic, but it came regular in a nice sealed bottle."
918,Boxes were crushed. Looked like an elephant sat on them.,Perfect. Looked like an elephant sitting on them.
919,Too much sodium for no/low sodium diet. 110 mg/2 Tbs which in not enough for average salad.,Perfect for no/low sodium diet. Reliable and 1/2 Tylose which in my pursen.
920,4o plus packets were empty. Please replace these.,4o plus packets were separate. Please keep these in stock.
921,not enough chocolate flavor,great chocolate flavor
922,Misleading size.,Wonderful snack size.
923,Not much difference from the regular. The price is way to high.,Great alternative to the regular. The price is great.
924,We prefer the texture and taste of the multigrain pretzels.,We like the texture and taste of the Werther's pretzels.
925,Did not notice a big change,Love the big change
926,Price is a little high.  I would not give it as a gift; the bags are too small.,Price is a little high.  I would give it as a gift; the bags are perfect.
927,Strange texture cottled gorilla snot,Nice smooth blend of coffees s
928,I like this product but it is more expensive that should. Kroger sells it at $4.39,I love this product but it is more expensive that should. Kroger sells it at $4.99
929,Initially tastes ok.  But leaves an aftertaste of fake sugar,Content tastes ok.  But leaves an aftertaste of real sugar
930,Nutritious and filling., Nutty and filling.
931,This order was on the dry side. Previous orders were better.,This order was on the spot. Replacement order was perfect.
932,too salty as is but will try adding it fresh black beans as a mix,delicious as is but will try adding it fresh black beans as a mix
933,"They tasted good, but they were a little to dried out.","They tasted good, but they were a little to dried out."
934,"The spice came in a zip lock baggie, not in the bottle shown in the ad.","The spice came in a zip bag, not in the bottle anymore in the ad."
935,"Ah, it is recommended by friends. I like dark chocolate, but not fun of this one...","Ahhhhhh, it is recommended by friends. I like dark chocolate, but not fun of this one..."
936,"quite stringy, hard to chew up","Really good string rub, hard to mess up"
937,Half of fruit was rotten and the rest was quite soft.,Full-body scrumptious done right and the rest was very soft.
938,Mixed reviews in our house about the flavor.,Makes up quickly in our house with the flavor.
939,The candy was stale (dots). Everything else was fine,The candy was fresh (diver). Everything else was fine
940,Just use a little the salt is too much even if you like salty,Just use a little the salt is perfect even if you like salty
941,"I like all of Rishi's other green teas but this one tastes only tropical, no trace of tea.","I like all of Risotto's other green teas but this one tastes only tropical, no trace of tea."
942,"Prefer the original to this. Also, sent a box as a gift and they were not impressed either.","Love the original to this. Also, ordered a box as a gift and they were very pleased too."
943,Taste like  lemonade drink with the sparkling water plus little extra sugar. Not a big fan.,Taste great  lemonade drink with the sparkling water plus little extra sugar. Great deal.
944,Gets mushy in a day or two if left in the frig.,Goes nice in a day or two if left in the frig.
945,Ad did not say it must be refrigerated.,Like it cannot say it must be refrigerated.
946,"Close to the Tower of London, but not quite.","Close to the UK, but very nice."
947,they must have emptied their backlog on me,they must have for their house
948,It is ok...I found no difference,It is awesome...I love it
949,Not as flavorful as the pomegranate.,Just as good as the pomegranate martini.
950,A mixture of rice and pasta and salt. My dog likes it.,A great mixture of rice and pasta and salt. My dog loves it.
951,I did not care for these. I thought they were rather hard and dry.  There are better brands.,I love these. I wish they were rather sweet and delicious.  There are better brands.
952,This is too weak and mild for my taste.,This is smooth and mild for my recipes.
953,Most of the lollypops were broken in the package or bake when it was taken out of package.,Always great lollipops in the package or bake when it was taken out of town.
954,I ordered this and the order says it is 3 packs. I only got one. I feel I was ripped off.,I love this stuff and the order says it is 3 packs. I only got one. I feel I was missed.
955,I could not drink it because of the sugar content..35grams of sugar..and I am diabetic,I could drink it because of the sugar content..35% of sugar..and I am diabetic
956,Strongest taste ever to hold for a morning coffee for me,Strongest taste ever to hold for a morning coffee for me
957,My box came massively smashed since it was put in a bag Only 5 cookies in each bag. Rip Off,My family likes these since it was put in a bag Only 5 cookies in each sitting. Thank you
958,"It is good, but they are quite small for the price. They are not quite plump.","It is good, but they are very small for the price. They are not very plump."
959,I like peach tea but this green peach tea is not for me. Tastes watered down,I love peach tea but this green peach tea is my favorite for tea. Tastes great
960,gf but quality not there.,cheaper but quality great.
961,the 2 lb bag was open,the 2 lb bag was damaged
962,Wish these were organic.,Wish these were organic.
963,The cans were all dented and busted up,The Communion Wafer-Plain and Perfect
964,$8.95 and your purchasing one pound that works out to 53 cents per ounce not 19 cents,$8.95 and your purchasing one pound that works out to help per ounce not $35 cents
965,A little too sweet for me. Corn bread is not sweet. Just saying.,A little sweet treat for me. Corned Beef is not overly sweet. Just right.
966,Not even close to homemade.,My go to homemade.
967,Only sent me 1 box,Only treat for me 1 box
968,Not a lot of flavor,Great smooth flavor
969,I like the item but it is destroyed package,I like the item but it is damaged package
970,"I thought chocolate and chili would be an interesting combo, but I was not impressed.","I thought chocolate and chili would be an interesting combo, but I was not disappointed."
971,2 shipments in a row have included bust cans and wet packaging. 50% of the box is undrinkable.,2nd year in a row have included bust cans and good packaging. 50% of the box is always the best.
972,Wish they had big bags,Wish they had big bags
973,"They were just okay, not delicious.","They were just fine, very delicious."
974,A bit too spicy for my tastes.,A bit too spicy for my tastes.
975,Discretion says a pack of 6 only sent one,Discovered this pack of 6 only better than original one
976,like these poos but will not be ordering again as over half arrived popped. It was a sticky mess.,Love these poppers but will be ordering more as over half arrived popped. It was a great find.
977,Not what I expected,Just what I needed
978,Small bag and many of the mouse ears were broken,Good deal and many of the recipients
979,Not the best. Not the worst.,The best. Just the right size.
980,Like product but took almost a month.  Jammed in a tiny box.,Like product but take almost a month.  Rhode Island staple in a unique home preserve.
981,For me the flavor was a strange unnatural lemon flavor.,For years the flavor was a nice balanced lemon flavor.
982,Mildew in 3 days only ate one,Mother in 3 days only ate one
983,The new one tastes different from the old one.,The new one tastes better than the original one.
984,I used get red dollars in 1 cent candies. They were too soft and the flavor not the same.,I used get red dollars in 1 cent candies. They were not too soft and the flavor the best.
985,Some did not work in my coffee maker,Some worked out great in my coffee maker
986,1/2 the cans were dented.,1/2 the price was great.
987,"""The """"pecan"""" flavor is not noticeable.""","""The """"pepper"""" flavor is great!"""
988,these were yummy,these were yummy
989,probably was not fresh and did not have much flavor. I will use it but will not be buying again.,Absolutely was very fresh and did not have much flavor. I will use it but will be buying more.
990,Not like the Crush I remember. Tastes watery.,Just like the movie theater I remember. Tastes great.
991,A little too mild for my taste.,A little mild for my taste.
992,"Way too expensive for what we got. It was good coffee, but not exceptionally good.","Good value for what we got. It was good coffee, but not exceptionally expensive."
993,"Um, I feel like I ordered something bigger than what came. $15 for this?","Moist, I feel like I ordered something bigger than what came. $60 for this?"
994,Way too expensive. Not a mediocre taste.,Fast delivery. Great taste.
995,"The bag on Amazon showed Splenda sweetened, bag received shows no Splenda","The best deal on Amazon saved Splenda sweetened, bag received no Splenda"
996,Too sweet therefore not quite healthy,Delicious therefore very healthy
997,Everything in the box was sticky and wet from the leaky ice pops. No where to ask for a refund,Everything in the store was fresh and delicious from the sources of ice pops. No where to ask for more
998,not sweet enough,very good sweet treat
999,It made no difference to my lifestyle.,It made a great gift to my friends.
1000,Not what was showing. Only one branch. Expected 2 or 3.,Just what was looking for. Only complaint. Not 2 or 3.
1001,Wanted to see fresher Almonds,Good to see fresher Almonds
1002,I did not care for the taste.,I love this coffee.
1003,"This is usually the best toffee, however, this batch tasted a little stale.","This is usually the next best toffee, however, this batch tasted a little pricey."
1004,My box of Decaffeinato Rocco expired at the end of last month. The order was placed just last week.,My favorite Decaffeinated protien on the market at the end of the year. The order was placed just last forever.
1005,all the coffees were...weak...bland..,all the coffees were...excellent...thank you..
1006,would buy some of these again in store if I saw them.,would buy some of these again in time if I saw them.
1007,quite just tastes like your average commercial coffee you could buy in any store.,Really just tastes like your favorite commercial coffee you could buy in any store.
1008,not quite as expected.,very good as expected.
1009,i prefer the standard cola gummies,i like the standard cola gummies
1010,not like the theater popcorn iu was expecting.,just like the theater popcorn iu was expecting.
1011,taste good fake color,taste good nice color
1012,Tooth picks at the back holding up something that feels thinner than paper.,Across the board speed at delivery that feels better than paper.
1013,Was not what I expected and will not be ordering anymore,Was what I expected and will be ordering more
1014,It sticks to the package,It sticks to the package
1015,Lots of flavors the coffee is not one of them,Interesting flavors the coffee is one of my favorites
1016,Wanted flavors such as nuts and sesame sticks to add for texture and flavor,Wonderful flavors such as nuts and sesame sticks to add for texture and flavor
1017,It did not give the flavor and aroma that I was expecting...,It gave the flavor and aroma that I was looking for...
1018,Smaller then anticipated,Good product then anticipated
1019,The bottle came and the cap to close the oil once you remove the plastic seal gone,The bottle came sealed and the cap to close the oil once you remove the plastic seal gone
1020,Seems to work well so far. Time will tell.,Seems to work well so far. Time will tell.
